,image_id,ground_truth,accommodation_id,longitude,latitude,driving_duration,walking_duration,transit_duration,image,tag_name,probability,accommodation_name,dt,distance_to_bigben,description,score,response_time,response_time_vision,detections_vision_openai,ground_truth_single,ground_truth_multiple
532,O2ELRJXECC32SM4QPJZTXQMZSTDLPTQVUWPGAJH3LRZ52KZ5KN5A,[Tower Bridge],35892274,-0.08557,51.52965,15,51,20,https://imgcy.trivago.com/partner-images/76/88/b8a6e410b7a933907a733bc19994c6b7ce15a59e6024fb5c73dd2b3d537a,building,0.9998999834,5 Sleeper Close To Old Street/ Shoreditch,2024-03-07,3.043564526,Tower Bridge,0.6477934718,0.1540849209,1.806179523,Tower Bridge,Tower Bridge,Tower Bridge
533,RQMREETHDJIIGLVMNL5FZPWPIYFEDLUYZSTKE46BAFAUDFTZ73DA,[Tower Bridge],35874684,-0.09544,51.50108,9,36,25,https://imgcy.trivago.com/partner-images/8c/19/1212671a50832eac6afa5cbecf460a41ae98cca6a273c10141419679fec6,building,0.9728000164,Borough Central London,2024-03-07,1.801153513,Tower Bridge,0.7168940902,0.164049387,1.997472525,Tower Bridge,Tower Bridge,Tower Bridge
534,GIJPCKVE45YKCRPSQ5PXGBAKMF23HGA4WXZRYVF7SL6J75ZH7VHA,[Tower Bridge],35874684,-0.09544,51.50108,9,36,25,https://imgcy.trivago.com/partner-images/32/12/f12aa4e770a145f2875f73040a6175b3981cb5f31c54bf92fc9ff727fd4e,building,0.9728000164,Borough Central London,2024-03-07,1.801153513,Tower Bridge,0.7168940902,0.1493463516,2.471122026,Tower Bridge,Tower Bridge,Tower Bridge
535,NO5S74DBCBLPZKRFHWMP2REYSI3GMATVUUOLNPGM3RP5E5JXZZUQ,"[Tower Bridge,The Shard]",32815084,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/6b/bb/2ff0611056fcaa253d98fd44989236660275a51cb6bcccdc5fd27537ce69,building,0.9998999834,The Ashburton Triangle - Luxury Emirates View,2024-03-07,0.8202509419,Tower Bridge,0.4537236691,0.550560236,5.995433569,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
536,LFLIKDJOJ7VBDVFTTABKQ6ZTHIFG6WIQQIX5X2CY5Z6XYABCDECQ,[Tower Bridge],21122540,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/59/56/850d2e4fea11d4b39802a87b333a0a6f5910822fdbe858ee7d7c00221905,building,0.9998999834,Melrose Superior Apartment,2024-03-07,0.8202509419,Tower Bridge,0.7515879869,0.1509814262,3.516780615,Tower Bridge,Tower Bridge,Tower Bridge
537,7EGK7QPFBD2OEL4MHU6XCNCA5WRW5J4XG5C5DW6HLO6ZAZ5UTYRA,[Tower Bridge],11072276,-0.08023,51.49529,15,54,20,https://imgcy.trivago.com/partner-images/f9/0c/afc1e508f4e22f8c3d3d713440eda36ea7973745d1dbc75bbd9067b49e22,building,0.9998999834,Stapleton House,2024-03-07,3.033908924,Tower Bridge,0.6553190947,0.1129889488,2.401409149,Tower Bridge,Tower Bridge,Tower Bridge
538,RV5PEG52F6SDQZUUYLCWD4XQI3GE276CTAXR7EJTQJRORAJD34RQ,[Tower Bridge],10349766,-0.07354,51.51183,11,46,18,https://imgcy.trivago.com/partner-images/8d/7a/f21bba2fa4386694c2c561f2f046cc4d7fc2982f1f91338262e88123df23,building,0.9789000154,"Tower Bridge & City Location - Exceptional Bright, Spacious & Modern 1-Bed Flat",2024-03-07,2.996364702,Tower Bridge,0.9519380331,0.3452422619,5.14615345,Tower Bridge,Tower Bridge,Tower Bridge
539,DBY224LJBG3JDE7JLZRXKKZEPD632LR23WRZ7TBBP75KZ2JIB6VQ,[Tower Bridge],35402814,-0.07687,51.50206,15,49,19,https://imgcy.trivago.com/partner-images/18/71/ad716909b69193e95e63752b2478fdbd2e3adda39fcc217ffaace9280fab,building,0.9998999834,Stunning Centrally Located Apartment Minutes From Tower Bridge,2024-03-07,2.911757247,Tower Bridge,0.5595004559,0.5719897747,9.674737215,Tower Bridge,Tower Bridge,Tower Bridge
540,V727AL3GWNHU6M53GJQRD7DILYPWHYMU4A5XHB2W4AYVKDSHRGWQ,[Tower Bridge],35346674,-0.09725,51.5244,10,35,21,https://imgcy.trivago.com/partner-images/af/f5/f02f66b34f4f33bb326111fc685e1f63e194e03b738756e031550e4789ad,building,0.9998999834,"Arty 2 Bedroom Flat In Clerkenwell, Ec1 - Zone1",2024-03-07,2.064750223,Tower Bridge,0.4811499119,0.1412594318,1.73793745,Tower Bridge,Tower Bridge,Tower Bridge
541,BUJHU3MAE7MTM2IOVVC2O5BYQY3PAFYQ4MCERYFKFGTAVIY6RTLA,[The Shard],35272876,-0.07984,51.50333,12,45,20,https://imgcy.trivago.com/partner-images/0d/12/7a6d8027d936690ead45a774388636f01710e30448e0aa29a60aa31e8cd6,building,0.9994000196,Stylish Central London Flat Near Tower Bridge,2024-03-07,2.672898412,Tower Bridge,0.6014069319,0.2506437302,4.25095129,The Shard,The Shard,The Shard
542,LJB7ZHGUTNGOHWSJYJUBGRDGYXRGCU3YQYAR4YXD4HVYMFGJXYBA,[Tower Bridge],31540182,-0.07798,51.50149,12,48,17,https://imgcy.trivago.com/partner-images/5a/43/fc9cd49b4ce3da49c268134466c5e261537886011e62e3e1eb8614c9be02,building,0.9998999834,Tower Bridge Modern 2bed 2bath Apartment By London Bridge,2024-03-07,2.860236369,Tower Bridge,0.6419833302,0.1338834763,4.35011816,Tower Bridge,Tower Bridge,Tower Bridge
543,AUWYV5AO65SDGLV3FDTW5WJMKLRFFYF2G6KOSFM4SQIJKSIZSKRA,[Tower Bridge],31495564,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/05/2d/8af40ef764332ebb28e76ed92c52e252e0ba3794e9159c941095491992a2,building,0.9634000063,Beautiful London Garden Apartment,2024-03-07,0.8202509419,Tower Bridge,0.3154901266,0.2637987137,7.151816607,Tower Bridge,Tower Bridge,Tower Bridge
544,KHKFAFM2XT23IOK6TZE32G2DX4QBC37RWBV35LZTI5QCLLHCLYDQ,[Tower Bridge],20910254,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/51/d4/50159abcf5b4395e9e49bd1b43bf20116ff1b06bbeaf33476025ace25e07,building,0.9998999834,Modern 2 Bed Apartment Near Tower Of London,2024-03-07,0.8202509419,Tower Bridge,0.2153532505,0.7728927135,6.241449594,Tower Bridge,Tower Bridge,Tower Bridge
545,XFAS4LJMQUNYWTZ5DUEGX6C5ZYAQE5DHTHBNPSTPIMOMZ5YRIOMA,[Tower Bridge],20910254,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/b9/41/2e2d2c851b8b4f3d1d086bf85dce0102746799c2d7ca6f431cccf7114398,building,0.9948999882,Modern 2 Bed Apartment Near Tower Of London,2024-03-07,0.8202509419,Tower Bridge,0.3755258918,0.8704884052,10.93863773,Tower Bridge,Tower Bridge,Tower Bridge
546,5FF4Y4LHR5EYDJ7K25U5HUMKWANKYONMVSHQ7ILHOHAX534MVLWQ,[The Shard],19542844,-0.10448,51.4982,11,29,15,https://imgcy.trivago.com/partner-images/e9/4b/cc71678f4981a7ead769d3d18ab01aac39acac8f0fa16771c17eef8caaed,building,0.9998999834,Cosy And Spacious 1br In Borough,2024-03-07,1.597280055,Tower Bridge,0.2658997476,0.1902821064,2.433509588,The Shard,The Shard,The Shard
547,64DX236QLVMHGG234PIYGYCHSMP6JUMLQAXWJXE7KY56EBUXBSIQ,[Tower Bridge],27550520,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/f7/07/7d6fd05d58731b5be3d1836047931fe4d18b802f64dc9f563be206970c91,building,0.9998999834,Remarkable Apartment Near London Tower Bridge,2024-03-07,0.8202509419,Tower Bridge,0.5959408283,0.2355458736,3.670483828,Tower Bridge,Tower Bridge,Tower Bridge
548,7LZX6RIJZYR4YUKIFTBTDNGCJ64WHTNZVDGSSLG2QEMY3EVBR33A,[Tower Bridge],27550520,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/fa/f3/7f4509ce23cc51482cc331b4c24fb963cdb9a8cd292cda81198d92a18ef6,building,0.9998000264,Remarkable Apartment Near London Tower Bridge,2024-03-07,0.8202509419,Tower Bridge,0.32429564,0.1421811581,2.974172354,Tower Bridge,Tower Bridge,Tower Bridge
549,J3QQKZEA5KTEK7YI4L4MJ3SIOA3KMO2FPW4GGPCVICGPEVQWZHZQ,"[The Shard,Tower Bridge]",27550520,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/4e/e1/056480eaa6457f08e2f8c4ee487036a63b457db8633c55408cf25616c9f3,building,0.9998999834,Remarkable Apartment Near London Tower Bridge,2024-03-07,0.8202509419,Tower Bridge,0.4987381995,0.2547502518,3.439854145,Tower Bridge,The Shard,"The Shard,Tower Bridge"
550,VOKFC2FTQUFHKQ5RHC3HOWRWZNC7QVMBH53QOVQRJJODHIC32ANA,[Tower Bridge],27550520,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/ab/94/5168b3850a7543b138b6775a36cb45f855813f770756114a5c33a05bd01a,building,0.9997000098,Remarkable Apartment Near London Tower Bridge,2024-03-07,0.8202509419,Tower Bridge,0.4442006946,0.2499930859,5.264924765,Tower Bridge,Tower Bridge,Tower Bridge
551,O2RZ2XKU7RF2YVHIPCMEOXRF6HMXI5L4U46IHBKVA5ERQFC3K4KA,[Tower Bridge],27550520,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/76/a3/9d5d54fc4bac54e87898475e25f1d974757ca73c838555074918145b5714,building,0.9936000109,Remarkable Apartment Near London Tower Bridge,2024-03-07,0.8202509419,Tower Bridge,0.4953486621,0.1521215439,3.932073116,Tower Bridge,Tower Bridge,Tower Bridge
552,FSZPNDHECNKR6HCOY7O2G76Y2RGSL7RQMYQO5SVRGZ7OMBS6FYKQ,[Tower Bridge],27112470,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/2c/b2/f68ce413551f1c4ec7dda37fd8d44d25fe306620eecab1367ee6065e2e15,building,0.9997000098,London Home 15 Min To London Eye & Big Ben,2024-03-07,0.8202509419,Tower Bridge,0.3881089091,0.2780478001,3.38809514,Tower Bridge,Tower Bridge,Tower Bridge
553,46X44WSVGDJTWZ2R24M5IHJ2LA4LAW2OHK4PFSUZCF5M47BQRL2Q,[Tower Bridge],35189240,-0.09551,51.5018,9,34,25,https://imgcy.trivago.com/partner-images/e7/af/ce5a5530d33b6751d719d41d3a5838b05b4e3ab8f2ca99117ace7c308af5,building,0.9998999834,Deluxe Tower Bridge Apartments,2024-03-07,1.752447509,Tower Bridge,0.537694633,0.1131162643,3.550680637,Tower Bridge,Tower Bridge,Tower Bridge
554,TPIYSMPICRFDNXNBLCM5PEOD6AGAWDTR42WXESU62N2BPT3ORUUQ,[Tower Bridge],35119424,-0.09554,51.50105,9,36,21,https://imgcy.trivago.com/partner-images/9b/d1/8931e8144a36dda15899d791c3f00c0b0e71e6ad724a9ed37417cf6e8d29,building,0.9998999834,Luxury Tower Bridge Apartment,2024-03-07,1.797403249,Tower Bridge,0.5471904278,0.1209125519,2.059220791,Tower Bridge,Tower Bridge,Tower Bridge
555,SRY6CHFYKNME6JUYV2VAF3VRA7FTREOUSD5WC63JKNHAYYY6JS3Q,[Tower Bridge],35119424,-0.09554,51.50105,9,36,21,https://imgcy.trivago.com/partner-images/94/71/e11cb853584f2698aeaa02eeb107cb3891d490fb617b69534e0c631e4cb7,building,0.9998999834,Luxury Tower Bridge Apartment,2024-03-07,1.797403249,Tower Bridge,0.5471904278,0.1523828506,2.086078167,Tower Bridge,Tower Bridge,Tower Bridge
556,SK4HWZ7KOT2LAZPCFM2LXH3BTPV35JLXQLYIXL6ZHPNH4ZVDQE2A,"[Tower Bridge,Tower Of London]",98735,-0.07933,51.51051,10,38,16,https://imgcy.trivago.com/hotelier-images/92/b8/7b67ea74f4b065e22b34bb9f619bebbea57782f08bafd93bda7e66a38134,building,0.9998999834,Apex City of London Hotel,2024-03-07,2.591288534,Tower Bridge,0.2095301449,0.8143117428,6.167720079,Tower Bridge,Tower Bridge,"Tower Bridge,Tower Of London"
557,ZAG555ITUPFJPRBESYW74DQERTFIB3S7ROKJ3UHLS4J5FIWSXL4Q,"[Tower Bridge,Tower Of London]",98735,-0.07933,51.51051,10,38,16,https://imgcy.trivago.com/hotelier-images/c8/0d/def513a3ca97c424962dfe0e048cca80ee5f8b949dd0eb9713d2a2d2baf9,building,0.9998999834,Apex City of London Hotel,2024-03-07,2.591288534,Tower Bridge,0.2095301449,0.7722153664,6.567645788,Tower Bridge,Tower Bridge,"Tower Bridge,Tower Of London"
558,WWUGGYL2WVQK7EDKH6FFNPH2AQIN2I55GD5FZJVBNNEH7C3X6OMQ,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",48008,-0.08218,51.51741,12,39,17,https://imgcy.trivago.com/partner-images/b5/a8/63617ab560af906a3f8a56bcfa0410dd23bd30fa5ca6a16b487f8b77f399,building,0.9998999834,Hotel Andaz London Liverpool Street,2024-03-07,2.519012985,Tower Bridge,0.4887211323,0.5949440002,14.55514002,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
559,CPGN2G24EZDKWFL42DKZZPVCR4FEVEG5BB3DQ7YKD55EJPALW4XA,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",48008,-0.08218,51.51741,12,39,17,https://imgcy.trivago.com/partner-images/13/cc/dd1b5c2646ab157cd0d59cbea28f0a4a90dd0876387f0a1f7a44bc0bb72e,building,0.9998999834,Hotel Andaz London Liverpool Street,2024-03-07,2.519012985,Tower Bridge,0.5293760896,0.4840672016,5.295509338,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
560,NI7FCT67ATZ4CYLH367SGTTJUOGPOAS5SXS2XZTT5D2QNWYAMS7Q,"[Tower Bridge,The Shard]",31301270,-0.09751,51.49688,12,39,20,https://imgcy.trivago.com/partner-images/6a/3e/514fdf04f3c16167dfbf234e69a38cf7025d95e5abe673e8f506db0064bf,building,0.9998999834,"Aplacetostay Central London Apartment, Zone 1 Wat",2024-03-07,2.005839889,Tower Bridge,0.753318131,0.1403520107,8.154113054,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
561,KNJXUDOREDJA6VVUSMS7PGODIAELTVNR5MF6YAO5E2GIZXFRFETQ,"[Tower Bridge,The Shard]",31300634,-0.09634,51.49674,12,39,19,https://imgcy.trivago.com/partner-images/53/53/7a0dd120d20f56b49325f799c34008b9d5b1eb0bec01dd268c8cdcb12927,building,0.9998999834,"Aplacetostay Central London Apartment, Zone 1 Car",2024-03-07,2.071907778,Tower Bridge,0.7466419339,0.13971591,6.779515266,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
562,TPAE4CVKEBAKACTOUTGIR4QR63ZDED6ATKCWS3OEBDCWDWQ5PAMA,"[Tower Bridge,The Shard]",31300634,-0.09634,51.49674,12,39,19,https://imgcy.trivago.com/partner-images/9b/c0/4e0aaa2040a00a6ea4cc88f211f6f2320fc09a85696dc408c561da1d7818,building,0.9998999834,"Aplacetostay Central London Apartment, Zone 1 Car",2024-03-07,2.071907778,Tower Bridge,0.7466419339,0.1328012943,1.817667484,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
563,OQNB4FXPW3SUEF2CRCJNENGESSWUNL5XPYR2BTGLYQ7MRGMEZBAQ,"[Tower Bridge,The Shard]",31300634,-0.09634,51.49674,12,39,19,https://imgcy.trivago.com/partner-images/74/1a/1e16efb6e54217428892d234c494ad46afb77e23a0cccbc43ec89984c841,building,0.9998999834,"Aplacetostay Central London Apartment, Zone 1 Car",2024-03-07,2.071907778,Tower Bridge,0.7467057705,0.145011425,2.019815207,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
564,TDAFN6U2XWJCFWA634QCUUFJYGNM7ILYNSMMAGIXSLXH3AWRHTLA,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",31174874,-0.07599,51.51257,11,42,15,https://imgcy.trivago.com/partner-images/98/c0/56fa9abd9222d81edf202a50a9c19acfa1786c98c0191792ee7d82d13cd6,building,0.9998999834,Impressive Studio Flat In The Heart Of London,2024-03-07,2.833019866,Tower Bridge,0.5045718551,0.116697073,1.799022436,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
565,MTIUGMOFUEQHGMCXY2A4BRRBUYK5XJW67SURGW4PM6IT2UKOEMYA,"[Tower Bridge,The Shard]",31174874,-0.07599,51.51257,11,42,15,https://imgcy.trivago.com/partner-images/64/d1/4331c5a120733057c681c0c621a615dba6defca9135b8f67913d514e2330,building,0.9998999834,Impressive Studio Flat In The Heart Of London,2024-03-07,2.833019866,Tower Bridge,0.5045718551,0.1008608341,2.964767933,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
566,KO7VP7SWM5YSAJJWIJDUVRPWWRN53GUVM2YY3TY57EMA45X3LFJQ,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",31172186,-0.1275,51.50722,4,14,12,https://imgcy.trivago.com/partner-images/53/bf/57fe56677120253642474ac5f6b45bdd9a9566b18dcf1df9180e76fb5953,building,0.9998999834,Stunning Flat With Balcony In Central London,2024-03-07,0.8202509419,Tower Bridge,0.5079853535,0.09381961823,1.656044245,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
567,T4QJW7L2LTZNVCB2DJFTP2UPSGL5O7YWR3P3FOKACXTB5NAQHSQQ,[Tower Bridge],30988452,-0.09832,51.49699,12,37,15,https://imgcy.trivago.com/partner-images/9f/20/9b7d7a5cf2da883a1a4b37ea8f9197d77f168edfb2b94015e61eb4103ca1,building,0.9998999834,"Aplacetostay Central London Apartment, Zone 1",2024-03-07,1.959725298,Tower Bridge,0.6754689217,0.1364152431,1.860490084,Tower Bridge,Tower Bridge,Tower Bridge
568,LD7DAGLFKXNLSNKCC42BGSY34HWMCD2JD3BFUCXDESRUDP5DT2CQ,"[Tower Bridge,The Shard]",30652850,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/58/fe/30196555dab935421734134b1be1ecc10f491ec25a0ae324a341bfa39e85,building,0.9994999766,Pass The Keys | London Eye Views Apartment,2024-03-07,0.8202509419,Tower Bridge,0.4636970758,0.1062800884,2.511727571,Tower Bridge,Tower Bridge,"Tower Bridge,The Shard"
569,JTIF4N3IXWGGYPRBTKMDHAMGQJZIWSBBL7YZJI3J3XQJFPLJO3KQ,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",30603004,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/4c/d0/5e3768bd8c6c3e219a9833818682728b48215ff194a369dde092bd6976d5,building,0.9998999834,Divine Suite Central London,2024-03-07,0.8202509419,Tower Bridge,0.556797266,0.2818241119,3.216566086,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
570,YLF36RZQH6GPYK2IW325FYLHFODTQAVPIOKQYSM32AQUFUQYMRHQ,[Tower Bridge],30600602,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/c2/cb/bf47303f8cfc2b48b6f5d2e1672b873802af43950c499bd02142d218644f,building,0.9998999834,Bright And Lovely 1 Bedroom - 5 Min From Tower Bridge,2024-03-07,0.8202509419,Tower Bridge,0.5756624937,0.3391647339,5.483009338,Tower Bridge,Tower Bridge,Tower Bridge
571,OD7FA2DKQA6UNCSNYBPVNAHAAJHXZEWRI6XZNQ433SYVWQ4TDITQ,[30 St Mary Axe (The Gherkin)],18288230,-0.11254,51.51284,4,7,7,https://imgcy.trivago.com/partner-images/70/fe/50686a803d468a4dc05f5680e0024f7c92d147af96c39bdcb15b43931a27,building,0.9998999834,Eldon Chambers Pod 5 - Sleeps 2 Guests In 1 Bedroom,2024-03-07,0.4025436269,Tower Bridge,0.5874814987,0.1733198166,4.545492887,Tower Of London,30 St Mary Axe (The Gherkin),30 St Mary Axe (The Gherkin)
572,PC2Q3BIXJXAKS67M47HODAMRKNSGUNTN3GRV4HLA7QGJMXQXPXDA,"[30 St Mary Axe (The Gherkin),None]",18172382,-0.11265,51.51284,4,7,7,https://imgcy.trivago.com/partner-images/78/b5/0d85174dc0a97bece7cee1819153646a366dd9a35e1d60fc0c965e177dc6,building,0.9998999834,Eldon Chambers Flat 1,2024-03-07,0.3970383717,Tower Bridge,0.587839663,0.1908569336,2.660431862,Tower Of London,30 St Mary Axe (The Gherkin),"30 St Mary Axe (The Gherkin),None"
573,LINCI7EEPYO3GNIKFQLNLG6NSYMJKKHZ6AZXZADS5FM6VDP7Z5HQ,[30 St Mary Axe (The Gherkin)],34559382,-0.07756,51.49788,15,53,18,https://imgcy.trivago.com/partner-images/5a/1a/247c847e1db3350a2c16d59bcd96189528f9f0337c8072e959ea8dffcf4f,building,0.9998999834,Stylish 2 Bedroom Central London Apartment,2024-03-07,3.048142377,Tower Bridge,0.2173101902,0.1035802364,1.92704463,30 St Mary Axe (The Gherkin),30 St Mary Axe (The Gherkin),30 St Mary Axe (The Gherkin)
574,PJZS7U5Z2YSW62URR4KR7JV7QZAGQTABNHG5M26XLN5QVGW2ZJJA,[Tower Bridge],34494628,-0.09409,51.50191,9,35,29,https://imgcy.trivago.com/partner-images/7a/73/2fd3b9d6256f6a918f151fa6bf8640684c0169cdd66bd75b7b0a9adaca52,building,0.9995999932,The London Loftscape,2024-03-07,1.829443786,Tower Bridge,0.5128541589,0.2012720108,3.110980272,Tower Bridge,Tower Bridge,Tower Bridge
575,JGPV6AT5TOGCRCBTGPWPGYAXKBEK53MELT4JJNVN5TJUPR554AAQ,[Tower Bridge],34188012,-0.07778,51.50184,15,49,18,https://imgcy.trivago.com/partner-images/49/9f/5f027d9b8c28883333ecf360175048aeed845cf894b6adecd347c7bde001,building,0.9897999763,Morden 2 Bedroom Apartment Tower Bridge,2024-03-07,2.860103015,Tower Bridge,0.3949292898,0.1103539467,2.531355381,Tower Bridge,Tower Bridge,Tower Bridge
576,YG4WWJ3REL56VSMDJFHX3ZZDUET7F2MCSEJRJQQTVY2QVBU7PIBQ,[Tower Bridge],47774,-0.08505,51.51274,10,33,14,https://imgcy.trivago.com/partner-images/c1/b9/6b277122fbeac983494f7de723a127f2e982911314c213ae350a869f7a03,building,0.9998999834,Club Quarters Hotel Gracechurch,2024-03-07,2.211261613,Tower Bridge,0.7437650561,0.2232167721,3.050634384,Tower Bridge,Tower Bridge,Tower Bridge
577,PFX5KCXWUNDTCFJZPCMPIIT3XBLSYJOAVI3QAYUJG3F3OOWBSGUQ,[Tower Bridge],47774,-0.08505,51.51274,10,33,14,https://imgcy.trivago.com/partner-images/79/6f/d50af6a3473115397898f4227bb8572c25c0aa3700628936cbb73ac191a9,building,0.9998999834,Club Quarters Hotel Gracechurch,2024-03-07,2.211261613,Tower Bridge,0.6829915047,0.4712450504,5.053892851,Tower Bridge,Tower Bridge,Tower Bridge
578,3J2YZOAJ2DZ2BCCV27TANHZV2D2PKQA4WEZPM42GL2EKRZXD4GBA,[Tower Bridge],47688,-0.12317,51.52093,9,20,11,https://imgcy.trivago.com/partner-images/da/75/8cb809d0f3a08855d7e6069f35d0f4f5401cb132f673465e88a8e6e3e182,building,0.9998999834,Mercure London Bloomsbury Hotel,2024-03-07,1.256236801,Tower Bridge,0.5551072955,0.2872872353,4.263910532,Tower Bridge,Tower Bridge,Tower Bridge
579,63YZU254HFIFPESKMNXN6W4D25TWBNEYUL4PHLAFNUSU6EIYJE2A,[Tower Bridge],47688,-0.12317,51.52093,9,20,11,https://imgcy.trivago.com/partner-images/f6/f1/9a6bbc395057924a636edf5b83d76760b498a2f8f3ac056d254f11184934,building,0.9998999834,Mercure London Bloomsbury Hotel,2024-03-07,1.256236801,Tower Bridge,0.57728374,0.4929387569,5.518665791,Tower Bridge,Tower Bridge,Tower Bridge
580,OXEIZQGXJ3L6W3QFSQFB4QOQ2IDT5TZSG76IR23V3IEOKJFP55BA,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",47597,-0.07746,51.51075,9,40,14,https://imgcy.trivago.com/partner-images/75/c8/8cc0d74ed7eb6e05940a1e41d0d2073ecf3237fc88eb75da08e524afef42,building,0.9998999834,Novotel London Tower Bridge,2024-03-07,2.720989296,Tower Bridge,0.5497826338,0.5283017159,22.3510344,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
581,FBKMWX7ACAXLPGZTAXXQ3XDOWHHGXSRY4EGCUVMHPL27KOFI3TTQ,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",47597,-0.07746,51.51075,9,40,14,https://imgcy.trivago.com/partner-images/28/54/cb5fe0102eb79b3305ef0ddc6eb1ce6bca38e10c2a55877af5f538a8dce7,building,0.9998999834,Novotel London Tower Bridge,2024-03-07,2.720989296,Tower Bridge,0.5514820814,0.3274519444,4.360288143,Tower Bridge,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
582,3MODV5UWGALAL5XVHYG6IPZATINJDWKCGTSJU7OLJ76A4MEYQYDA,[None],47194,-0.08573,51.51408,10,32,16,https://imgcy.trivago.com/partner-images/db/1c/3af696301605f6f53e0de43f209a1a91d94234e49a7dcb4ffc0e30988606,bedroom,0.9998999834,"Threadneedles, Autograph Collection",2024-03-07,2.187762894,Tower Bridge,0.1982045174,0.2633116245,4.233102322,Tower Bridge,None,None
583,OMWGBU5FYKOTH462SPJ7JRTB2D6QSZ4NGA54TCNCB4VKDCPKEKNA,"[30 St Mary Axe (The Gherkin),Tower Bridge]",47141,-0.09516,51.50544,6,30,18,https://imgcy.trivago.com/partner-images/73/2c/60d3a5c29d33f3da93d3f4c661d0fd09678d303bc989a20f2aa189ea229a,building,0.9998999834,Novotel London Bridge,2024-03-07,1.59259671,Tower Bridge,0.4746806324,0.511991024,6.984356403,Tower Bridge,30 St Mary Axe (The Gherkin),"30 St Mary Axe (The Gherkin),Tower Bridge"
584,TGR63UD7LZP2ZX6ANRPWYEKX2Y5GOHAG3AOS5PNQ46MERJVF2LEA,[Tower Bridge],46551,-0.07566,51.51224,10,43,14,https://imgcy.trivago.com/hotelier-images/99/a3/edd07f5e5facdfc06c5f6c1157d63a671c06d81d2ebdb0e79848a6a5d2c8,building,0.9327999949,Hotel The Chamberlain,2024-03-07,2.852853947,Tower Bridge,0.6498895288,1.133474827,8.074017525,Tower Bridge,Tower Bridge,Tower Bridge
585,YDUDEQAP6X2VKJV5FMR2LEHC5AAICWJIXD7MI2P7XJSX45ZY3JQA,[30 St Mary Axe (The Gherkin)],46461,-0.13245,51.50752,10,19,11,https://imgcy.trivago.com/partner-images/c0/e8/32400ff5f55526bd2b23a590e2e800815928b8fec469ffba657e7738da60,swimming-pool,0.9937000275,Sofitel London St James,2024-03-07,1.129889165,Tower Bridge,0.3842906654,0.4735291004,4.425311565,Tower Of London,30 St Mary Axe (The Gherkin),30 St Mary Axe (The Gherkin)
586,2JBAU7ETGXIPEVJUFMJJX6HGJXMIYM2MV5OIGEUC5Y5O4IUURSGQ,[None],46226,-0.0723,51.51563,14,48,15,https://imgcy.trivago.com/partner-images/d2/42/0a7c9335d0f255342b129bf8e64dd88c334caf5c831282ee3aee22948c8d,building,0.9998999834,ibis London City - Shoreditch,2024-03-07,3.132924461,Tower Bridge,0.4750718474,0.4414923191,4.44661665,None,None,None
