accommodation_id,latitude,longitude,driving_distance,walking_distance,transit_distance
20484322,51.47671,-0.12055,16 mins,1 hour 2 mins,26 mins
20407726,51.53914,-0.1366,20 mins,55 mins,27 mins
20380382,51.52207,-0.17136,21 mins,1 hour 7 mins,35 mins
20021878,51.4871,-0.14881,17 mins,59 mins,29 mins
20095114,51.49638,-0.0699,16 mins,1 hour 1 min,26 mins
20278164,51.53211,-0.14319,20 mins,50 mins,35 mins
13105070,51.47655,-0.10219,19 mins,1 hour 7 mins,31 mins
13105106,51.52588,-0.06979,20 mins,59 mins,34 mins
20142204,51.52586,-0.07055,21 mins,59 mins,30 mins
20318600,51.51776,-0.07292,15 mins,50 mins,23 mins
20117902,51.54078,-0.10326,18 mins,59 mins,25 mins
20087570,51.49735,-0.16471,18 mins,59 mins,29 mins
20406308,51.52959,-0.0827,16 mins,54 mins,25 mins
20426380,51.47925,-0.11195,16 mins,59 mins,18 mins
20313278,51.51563,-0.06213,16 mins,58 mins,27 mins
20057514,51.52543,-0.07106,18 mins,58 mins,30 mins
17635694,51.51821,-0.06161,17 mins,59 mins,24 mins
10117778,51.53522,-0.14056,21 mins,50 mins,27 mins
2097720,51.52454,-0.07372,19 mins,56 mins,26 mins
3959962,51.4897,-0.14493,15 mins,49 mins,26 mins
6903656,51.49797,-0.16796,18 mins,59 mins,27 mins
7894010,51.51645,-0.07313,14 mins,48 mins,20 mins
19825102,51.54055,-0.14436,23 mins,58 mins,29 mins
13590910,51.51922,-0.16033,18 mins,55 mins,29 mins
9307970,51.49224,-0.165,18 mins,1 hour 5 mins,25 mins
15241342,51.52691,-0.16476,22 mins,1 hour 5 mins,30 mins
14742966,51.52466,-0.07162,20 mins,57 mins,29 mins
25690018,51.49809,-0.16148,18 mins,56 mins,27 mins
25682260,51.48996,-0.15935,18 mins,1 hour 2 mins,21 mins
25706064,51.48603,-0.14014,14 mins,53 mins,29 mins
46301,51.5165,-0.17042,21 mins,1 hour 3 mins,34 mins
32320788,51.49915,-0.07582,14 mins,51 mins,21 mins
31775706,51.53926,-0.14113,21 mins,56 mins,25 mins
18451,51.48059,-0.12426,14 mins,54 mins,26 mins
46961,51.51431,-0.17276,19 mins,1 hour 3 mins,35 mins
32380670,51.48906,-0.07202,17 mins,1 hour 5 mins,28 mins
29488830,51.48651,-0.09486,16 mins,52 mins,17 mins
20707428,51.49704,-0.16099,17 mins,57 mins,25 mins
9404958,51.53448,-0.0942,20 mins,55 mins,28 mins
17429064,51.51563,-0.16508,18 mins,56 mins,29 mins
13322378,51.49736,-0.16237,19 mins,57 mins,29 mins
29767752,51.53689,-0.10035,18 mins,53 mins,19 mins
17553584,51.48712,-0.14813,17 mins,1 hour 0 mins,31 mins
12676138,51.54013,-0.14362,24 mins,57 mins,28 mins
31206022,51.49476,-0.15574,15 mins,53 mins,20 mins
19125430,51.54055,-0.14436,23 mins,58 mins,29 mins
16596996,51.51859,-0.16773,18 mins,1 hour 0 mins,27 mins
20912118,51.53898,-0.10496,18 mins,57 mins,26 mins
12201244,51.51786,-0.16989,20 mins,1 hour 2 mins,30 mins
16617020,51.51834,-0.16806,20 mins,1 hour 0 mins,28 mins
16825498,51.492,-0.161,17 mins,1 hour 0 mins,20 mins
12487080,51.54126,-0.10309,18 mins,1 hour 0 mins,26 mins
24905884,51.4944,-0.1654,20 mins,1 hour 3 mins,27 mins
17731188,51.54055,-0.14436,23 mins,58 mins,29 mins
18416,51.51561,-0.17236,24 mins,1 hour 5 mins,34 mins
29587230,51.53045,-0.07294,18 mins,1 hour 2 mins,27 mins
23390602,51.48386,-0.13109,13 mins,52 mins,28 mins
10250056,51.496,-0.16857,19 mins,1 hour 2 mins,28 mins
12786068,51.51825,-0.07409,15 mins,48 mins,23 mins
23598616,51.49988,-0.16144,18 mins,52 mins,24 mins
20681362,51.54055,-0.14436,23 mins,58 mins,29 mins
11287566,51.52284,-0.16572,21 mins,1 hour 5 mins,31 mins
8849938,51.49925,-0.16142,20 mins,53 mins,25 mins
7366916,51.52026,-0.07236,19 mins,51 mins,28 mins
8855036,51.54175,-0.13963,22 mins,1 hour 0 mins,26 mins
19102538,51.51563,-0.16508,19 mins,56 mins,29 mins
22107770,51.47783,-0.10656,17 mins,1 hour 1 min,23 mins
46363,51.51531,-0.16005,16 mins,50 mins,30 mins
16530580,51.51548,-0.17334,20 mins,1 hour 6 mins,34 mins
107961,51.5194,-0.15848,21 mins,54 mins,27 mins
34842168,51.54315,-0.10119,20 mins,1 hour 3 mins,27 mins
34839212,51.53993,-0.14105,21 mins,57 mins,23 mins
34854218,51.48156,-0.12809,24 mins,54 mins,21 mins
32352032,51.51641,-0.17168,22 mins,1 hour 4 mins,33 mins
34848588,51.51998,-0.15929,19 mins,55 mins,27 mins
34766298,51.52539,-0.07226,20 mins,58 mins,28 mins
17818438,51.54055,-0.14436,23 mins,58 mins,29 mins
35243924,51.53646,-0.13929,20 mins,51 mins,23 mins
35272488,51.49703,-0.16249,17 mins,59 mins,26 mins
35226994,51.53148,-0.07772,18 mins,1 hour 1 min,28 mins
35469020,51.53916,-0.10379,19 mins,58 mins,24 mins
16011728,51.49801,-0.15774,15 mins,52 mins,24 mins
35560326,51.51945,-0.16088,19 mins,57 mins,29 mins
9255302,51.51263,-0.06767,13 mins,52 mins,27 mins
29798386,51.49229,-0.16573,18 mins,1 hour 6 mins,26 mins
29231198,51.4962,-0.16161,18 mins,59 mins,25 mins
29368458,51.54115,-0.13706,23 mins,59 mins,27 mins
35186032,51.52875,-0.08212,17 mins,53 mins,28 mins
16367122,51.49668,-0.16474,21 mins,59 mins,28 mins
27389848,51.50505,-0.06704,13 mins,52 mins,31 mins
47130,51.5246,-0.16082,21 mins,1 hour 0 mins,30 mins
35599482,51.49261,-0.16658,18 mins,1 hour 7 mins,27 mins
33613312,51.52073,-0.168,22 mins,1 hour 5 mins,35 mins
33184224,51.51242,-0.17441,20 mins,1 hour 3 mins,23 mins
4859556,51.51411,-0.0701,13 mins,49 mins,21 mins
12725960,51.4891,-0.14651,16 mins,50 mins,27 mins
33031712,51.49322,-0.15061,15 mins,50 mins,23 mins
31781118,51.4828,-0.14683,17 mins,1 hour 5 mins,43 mins
25670674,51.52467,-0.16097,21 mins,1 hour 0 mins,29 mins
31164136,51.47704,-0.11354,17 mins,1 hour 3 mins,18 mins
34608592,51.49783,-0.16452,18 mins,58 mins,30 mins
32596912,51.48208,-0.13509,26 mins,58 mins,31 mins
31843154,51.48,-0.117,16 mins,57 mins,23 mins
29971790,51.49213,-0.16534,18 mins,1 hour 5 mins,25 mins
35304244,51.48916,-0.08617,15 mins,54 mins,25 mins
35626896,51.52629,-0.06632,19 mins,1 hour 2 mins,37 mins
9737936,51.4801,-0.12401,14 mins,54 mins,27 mins
31013114,51.48257,-0.09725,18 mins,1 hour 1 min,19 mins
35702004,51.4763,-0.12787,25 mins,1 hour 1 min,28 mins
35307918,51.4833,-0.10337,20 mins,55 mins,30 mins
9030234,51.52497,-0.07069,19 mins,1 hour 0 mins,34 mins
2274132,51.49319,-0.15051,19 mins,50 mins,23 mins
7835268,51.49582,-0.16001,17 mins,59 mins,23 mins
7908622,51.52402,-0.16241,22 mins,1 hour 2 mins,31 mins
6160706,51.5422,-0.11745,18 mins,59 mins,20 mins
11645044,51.52945,-0.08095,17 mins,55 mins,30 mins
149101,51.51607,-0.1717,21 mins,1 hour 4 mins,33 mins
2333048,51.51632,-0.06246,16 mins,59 mins,28 mins
46445,51.50155,-0.16248,15 mins,51 mins,22 mins
8419698,51.53808,-0.13706,20 mins,53 mins,27 mins
2289572,51.52763,-0.07788,16 mins,55 mins,25 mins
4097770,51.4817,-0.14824,17 mins,1 hour 5 mins,32 mins
13228906,51.52082,-0.07522,16 mins,49 mins,25 mins
5773162,51.52974,-0.08295,16 mins,54 mins,24 mins
13100482,51.51802,-0.16169,18 mins,55 mins,30 mins
13103146,51.51767,-0.16755,20 mins,59 mins,29 mins
14087018,51.53658,-0.13637,19 mins,50 mins,24 mins
14875112,51.53818,-0.09047,18 mins,1 hour 3 mins,29 mins
14477296,51.5305,-0.08055,17 mins,57 mins,30 mins
14370134,51.51907,-0.16435,19 mins,1 hour 0 mins,30 mins
14161920,51.52456,-0.0739,17 mins,55 mins,26 mins
14019360,51.49396,-0.16535,18 mins,1 hour 4 mins,28 mins
13729360,51.49122,-0.16433,23 mins,1 hour 4 mins,24 mins
15124892,51.47513,-0.11764,17 mins,1 hour 7 mins,23 mins
13890330,51.52636,-0.07688,17 mins,57 mins,26 mins
14913440,51.47968,-0.14327,16 mins,1 hour 12 mins,32 mins
14480902,51.52902,-0.07942,16 mins,55 mins,28 mins
14699134,51.53618,-0.13787,20 mins,52 mins,25 mins
14261256,51.53071,-0.07295,18 mins,1 hour 2 mins,27 mins
14056300,51.53621,-0.08078,21 mins,1 hour 4 mins,30 mins
14361550,51.48914,-0.14518,15 mins,50 mins,26 mins
14380496,51.49284,-0.16699,18 mins,1 hour 7 mins,26 mins
14991446,51.51531,-0.17256,19 mins,1 hour 6 mins,35 mins
18438852,51.51891,-0.16026,18 mins,55 mins,28 mins
18432078,51.52521,-0.0705,18 mins,58 mins,28 mins
14343320,51.51574,-0.06141,16 mins,59 mins,27 mins
18514208,51.5228,-0.16065,21 mins,1 hour 0 mins,28 mins
20570406,51.53445,-0.13987,20 mins,49 mins,28 mins
13104530,51.48644,-0.14281,16 mins,52 mins,32 mins
20219800,51.53468,-0.13935,20 mins,48 mins,27 mins
13009046,51.4815,-0.11798,16 mins,56 mins,24 mins
20139236,51.53776,-0.09722,19 mins,57 mins,21 mins
20180718,51.5278,-0.07141,18 mins,1 hour 3 mins,30 mins
20181338,51.48895,-0.14543,15 mins,50 mins,26 mins
12425490,51.48316,-0.09344,19 mins,59 mins,20 mins
19995412,51.52155,-0.16745,21 mins,1 hour 6 mins,35 mins
20487644,51.48206,-0.09231,19 mins,1 hour 1 min,21 mins
20279874,51.51404,-0.16525,18 mins,59 mins,33 mins
19984406,51.5249,-0.07199,17 mins,57 mins,28 mins
20331518,51.47639,-0.12547,16 mins,1 hour 2 mins,30 mins
19972044,51.52085,-0.06611,19 mins,58 mins,39 mins
20188276,51.52642,-0.07741,16 mins,56 mins,25 mins
20283348,51.51342,-0.06588,14 mins,55 mins,26 mins
20243986,51.52825,-0.07641,17 mins,57 mins,26 mins
20135140,51.53006,-0.07619,18 mins,1 hour 1 min,30 mins
20470660,51.52628,-0.07752,16 mins,56 mins,25 mins
11077452,51.49089,-0.15662,17 mins,58 mins,17 mins
12931458,51.52053,-0.16114,21 mins,58 mins,29 mins
19654764,51.53898,-0.10496,18 mins,57 mins,26 mins
16002684,51.49394,-0.16386,18 mins,1 hour 5 mins,25 mins
11876626,51.49231,-0.16495,21 mins,1 hour 5 mins,25 mins
16911104,51.51563,-0.16508,19 mins,56 mins,29 mins
14458160,51.54005,-0.11821,19 mins,57 mins,24 mins
20130724,51.52636,-0.07885,17 mins,54 mins,25 mins
25744118,51.5376,-0.09502,19 mins,57 mins,23 mins
15898042,51.51921,-0.16874,19 mins,1 hour 1 min,27 mins
896265,51.52567,-0.07754,17 mins,54 mins,23 mins
2632506,51.51485,-0.15981,18 mins,50 mins,29 mins
17850058,51.54083,-0.10595,18 mins,58 mins,33 mins
31968202,51.53898,-0.10496,18 mins,57 mins,26 mins
8249352,51.5198,-0.16246,20 mins,59 mins,30 mins
22940162,51.4777,-0.10763,17 mins,1 hour 2 mins,22 mins
27273282,51.51465,-0.06267,15 mins,57 mins,26 mins
31209394,51.5403,-0.13261,25 mins,59 mins,34 mins
17634058,51.49034,-0.15662,17 mins,58 mins,18 mins
17763714,51.54055,-0.14436,23 mins,58 mins,29 mins
15901524,51.51921,-0.16874,19 mins,1 hour 1 min,27 mins
15899816,51.51921,-0.16874,19 mins,1 hour 1 min,27 mins
10293418,51.50707,-0.06871,11 mins,50 mins,24 mins
8763326,51.52076,-0.16091,21 mins,58 mins,29 mins
10310760,51.53956,-0.13809,20 mins,56 mins,27 mins
16758666,51.51783,-0.06448,16 mins,56 mins,24 mins
11834324,51.49133,-0.163,21 mins,1 hour 3 mins,23 mins
27854796,51.52084,-0.16223,21 mins,59 mins,31 mins
4668840,51.48926,-0.14425,15 mins,49 mins,27 mins
8176562,51.52144,-0.17091,21 mins,1 hour 7 mins,35 mins
5801518,51.51221,-0.06821,12 mins,51 mins,24 mins
10228258,51.5294,-0.08085,17 mins,55 mins,30 mins
3477576,51.51577,-0.17202,21 mins,1 hour 5 mins,34 mins
12971112,51.49464,-0.08145,16 mins,52 mins,17 mins
4663380,51.5163,-0.17123,20 mins,1 hour 4 mins,34 mins
24864606,51.52442,-0.07513,19 mins,54 mins,25 mins
29383810,51.53404,-0.14049,19 mins,49 mins,28 mins
29766746,51.52856,-0.07062,19 mins,1 hour 3 mins,30 mins
15844004,51.51824,-0.07409,15 mins,48 mins,23 mins
18406,51.51638,-0.1712,20 mins,1 hour 4 mins,34 mins
33202416,51.5121,-0.06306,16 mins,55 mins,29 mins
10665334,51.52246,-0.16656,21 mins,1 hour 5 mins,32 mins
30526274,51.53932,-0.13443,24 mins,56 mins,29 mins
10743388,51.5213,-0.06985,19 mins,55 mins,38 mins
19844244,51.5157,-0.16271,17 mins,54 mins,27 mins
7874472,51.54095,-0.11657,19 mins,57 mins,21 mins
34844174,51.54136,-0.10311,18 mins,1 hour 0 mins,26 mins
34967132,51.51923,-0.15825,18 mins,53 mins,26 mins
34097384,51.53959,-0.0957,19 mins,1 hour 1 min,26 mins
34941042,51.49643,-0.06952,16 mins,1 hour 1 min,26 mins
24789432,51.54059,-0.1451,23 mins,59 mins,30 mins
35056928,51.52034,-0.1615,19 mins,58 mins,29 mins
35179746,51.49586,-0.07017,16 mins,1 hour 1 min,26 mins
33732370,51.51566,-0.07115,14 mins,48 mins,19 mins
35588604,51.53402,-0.13892,18 mins,48 mins,25 mins
34244168,51.53352,-0.09347,18 mins,53 mins,27 mins
34133670,51.49392,-0.07345,16 mins,59 mins,21 mins
32490300,51.52084,-0.0663,19 mins,58 mins,39 mins
16538670,51.4884,-0.14627,16 mins,52 mins,28 mins
35600158,51.4905,-0.16281,17 mins,1 hour 2 mins,22 mins
20771542,51.49686,-0.0651,19 mins,1 hour 3 mins,25 mins
29296724,51.47569,-0.11687,18 mins,1 hour 5 mins,24 mins
35305252,51.49112,-0.15388,20 mins,55 mins,20 mins
32556822,51.48917,-0.14459,15 mins,49 mins,27 mins
34092680,51.47473,-0.1219,16 mins,1 hour 4 mins,28 mins
31282486,51.4806,-0.1485,16 mins,1 hour 5 mins,38 mins
33840560,51.54323,-0.12706,23 mins,1 hour 1 min,33 mins
34721428,51.51483,-0.16324,16 mins,53 mins,30 mins
20632590,51.53146,-0.08002,17 mins,58 mins,30 mins
34583654,51.51864,-0.16844,22 mins,1 hour 1 min,28 mins
11067312,51.49986,-0.17157,18 mins,1 hour 3 mins,29 mins
35941468,51.49306,-0.06656,18 mins,1 hour 7 mins,25 mins
5960470,51.49761,-0.15648,17 mins,53 mins,24 mins
6172346,51.52936,-0.08099,17 mins,55 mins,31 mins
7839904,51.49648,-0.1556,15 mins,52 mins,23 mins
7715252,51.51419,-0.07022,13 mins,49 mins,21 mins
7835370,51.49088,-0.16474,19 mins,1 hour 4 mins,24 mins
7837914,51.49183,-0.16039,17 mins,1 hour 0 mins,20 mins
5104054,51.52151,-0.17112,21 mins,1 hour 7 mins,34 mins
9823282,51.51976,-0.164,20 mins,1 hour 1 min,33 mins
11967182,51.51117,-0.07061,13 mins,47 mins,17 mins
11379394,51.52965,-0.0857,15 mins,50 mins,21 mins
14820698,51.47822,-0.14019,18 mins,1 hour 8 mins,34 mins
14726938,51.53714,-0.12848,22 mins,53 mins,29 mins
13958686,51.50084,-0.07539,15 mins,50 mins,22 mins
14107926,51.53597,-0.13313,20 mins,51 mins,23 mins
13753354,51.52434,-0.07613,17 mins,53 mins,24 mins
14228992,51.52555,-0.07144,20 mins,58 mins,29 mins
13689656,51.49639,-0.07246,16 mins,59 mins,25 mins
14046824,51.52337,-0.16219,21 mins,1 hour 2 mins,30 mins
14797494,51.49869,-0.15985,18 mins,54 mins,26 mins
18422418,51.51891,-0.16026,18 mins,55 mins,28 mins
18370666,51.47604,-0.11549,18 mins,1 hour 5 mins,22 mins
18691856,51.50506,-0.06385,12 mins,56 mins,33 mins
18480006,51.4959,-0.16594,20 mins,1 hour 3 mins,29 mins
20194840,51.51767,-0.0684,17 mins,52 mins,24 mins
19930018,51.51626,-0.06474,16 mins,57 mins,27 mins
20459968,51.5174,-0.06925,18 mins,51 mins,23 mins
20329248,51.51176,-0.06033,15 mins,57 mins,30 mins
19980624,51.54131,-0.13426,21 mins,1 hour 2 mins,39 mins
20194980,51.49768,-0.06824,16 mins,59 mins,24 mins
13011968,51.52577,-0.07146,18 mins,58 mins,29 mins
13012462,51.48095,-0.09347,20 mins,1 hour 2 mins,19 mins
19997450,51.52695,-0.07098,19 mins,1 hour 1 min,30 mins
20147626,51.49785,-0.16513,19 mins,58 mins,29 mins
20027824,51.51826,-0.06296,16 mins,57 mins,22 mins
20390950,51.51533,-0.06251,15 mins,57 mins,28 mins
20567110,51.5347,-0.08825,16 mins,58 mins,22 mins
18590226,51.52206,-0.1714,21 mins,1 hour 7 mins,35 mins
20610972,51.53091,-0.07978,17 mins,58 mins,29 mins
20132610,51.53751,-0.13887,20 mins,53 mins,23 mins
20313566,51.48643,-0.1431,23 mins,54 mins,32 mins
20520396,51.51217,-0.06041,15 mins,58 mins,30 mins
17850802,51.5401,-0.14791,23 mins,1 hour 2 mins,34 mins
6880288,51.52414,-0.07281,17 mins,55 mins,29 mins
9848294,51.49844,-0.16586,18 mins,56 mins,28 mins
20910090,51.53898,-0.10496,18 mins,57 mins,26 mins
16005878,51.51791,-0.16884,23 mins,1 hour 2 mins,30 mins
10345694,51.51939,-0.16222,18 mins,58 mins,29 mins
10328152,51.51939,-0.16222,20 mins,58 mins,29 mins
23517732,51.52573,-0.07673,17 mins,55 mins,25 mins
3812088,51.48329,-0.14887,15 mins,1 hour 2 mins,26 mins
14458154,51.53967,-0.11762,18 mins,56 mins,23 mins
14628012,51.51641,-0.16533,18 mins,56 mins,28 mins
19982190,51.52405,-0.07194,17 mins,56 mins,30 mins
14632386,51.51504,-0.1636,16 mins,54 mins,28 mins
20286754,51.5169,-0.06516,16 mins,55 mins,28 mins
25687758,51.51246,-0.0644,14 mins,55 mins,27 mins
25768074,51.52173,-0.15847,23 mins,56 mins,28 mins
25770552,51.54067,-0.14342,24 mins,58 mins,28 mins
23303990,51.51563,-0.15982,18 mins,51 mins,28 mins
8981352,51.51786,-0.16989,20 mins,1 hour 2 mins,30 mins
19843780,51.54055,-0.14436,23 mins,58 mins,29 mins
5086158,51.5161,-0.172,21 mins,1 hour 5 mins,33 mins
9522354,51.54176,-0.13674,22 mins,1 hour 0 mins,28 mins
17852446,51.4897,-0.08087,14 mins,59 mins,20 mins
32763742,51.48103,-0.13182,24 mins,58 mins,27 mins
4032604,51.48197,-0.14836,25 mins,1 hour 4 mins,32 mins
33074718,51.49277,-0.15702,15 mins,58 mins,19 mins
29542660,51.51931,-0.16791,20 mins,1 hour 2 mins,28 mins
23319980,51.48018,-0.08968,20 mins,1 hour 6 mins,22 mins
16648824,51.52423,-0.15905,20 mins,58 mins,27 mins
12896956,51.52551,-0.07676,17 mins,55 mins,24 mins
12695552,51.5183,-0.07064,18 mins,52 mins,24 mins
11381258,51.51589,-0.06649,15 mins,54 mins,26 mins
19508808,51.49844,-0.16492,18 mins,56 mins,30 mins
8664530,51.49746,-0.16578,19 mins,59 mins,29 mins
16506508,51.51548,-0.17334,20 mins,1 hour 6 mins,34 mins
34848928,51.54042,-0.14466,23 mins,59 mins,30 mins
34833642,51.49788,-0.07756,15 mins,52 mins,21 mins
34778740,51.542,-0.108,20 mins,58 mins,31 mins
33555936,51.51717,-0.17253,22 mins,1 hour 6 mins,31 mins
27336390,51.5428,-0.10584,19 mins,1 hour 2 mins,34 mins
34090146,51.48239,-0.12487,14 mins,52 mins,27 mins
16758814,51.5212,-0.16815,21 mins,1 hour 6 mins,34 mins
35155044,51.49706,-0.16371,18 mins,58 mins,28 mins
35157090,51.50068,-0.15727,18 mins,48 mins,25 mins
31535474,51.50872,-0.06952,10 mins,49 mins,22 mins
35229942,51.54095,-0.12075,20 mins,59 mins,27 mins
34390178,51.53375,-0.09095,17 mins,55 mins,25 mins
35315280,51.54319,-0.11962,21 mins,1 hour 4 mins,27 mins
35489396,51.48467,-0.1397,13 mins,53 mins,30 mins
35470214,51.52658,-0.07347,18 mins,1 hour 0 mins,28 mins
35468620,51.53877,-0.14368,22 mins,56 mins,27 mins
34188072,51.53764,-0.13991,20 mins,53 mins,23 mins
35577064,51.53814,-0.12149,19 mins,53 mins,26 mins
35736628,51.48952,-0.08573,15 mins,54 mins,25 mins
28441940,51.51913,-0.06847,18 mins,53 mins,36 mins
35034632,51.47622,-0.12411,25 mins,1 hour 2 mins,31 mins
35341084,51.49972,-0.16405,17 mins,54 mins,28 mins
35498464,51.52317,-0.07085,19 mins,56 mins,34 mins
33347524,51.49327,-0.15549,15 mins,53 mins,18 mins
32678838,51.53579,-0.09644,18 mins,55 mins,24 mins
35617548,51.51945,-0.06228,17 mins,59 mins,19 mins
33417002,51.49971,-0.0769,14 mins,50 mins,21 mins
34419114,51.48603,-0.13739,13 mins,51 mins,27 mins
35849732,51.53297,-0.08644,16 mins,55 mins,21 mins
8151616,51.49912,-0.16444,16 mins,55 mins,27 mins
8131680,51.49421,-0.16386,18 mins,1 hour 4 mins,26 mins
6188136,51.54151,-0.13838,21 mins,59 mins,26 mins
7842474,51.49658,-0.16647,19 mins,1 hour 2 mins,28 mins
6158614,51.51666,-0.17031,20 mins,1 hour 2 mins,32 mins
5914356,51.51323,-0.07165,13 mins,48 mins,21 mins
12676,51.51552,-0.16077,18 mins,51 mins,28 mins
46823,51.5153,-0.1732,20 mins,1 hour 6 mins,34 mins
7951892,51.49817,-0.16416,17 mins,58 mins,32 mins
9914684,51.52075,-0.15739,20 mins,54 mins,26 mins
11949098,51.51692,-0.15971,19 mins,52 mins,28 mins
14927066,51.54167,-0.14058,21 mins,59 mins,25 mins
13633908,51.52039,-0.16188,19 mins,59 mins,30 mins
14420690,51.52973,-0.08512,15 mins,51 mins,22 mins
14307566,51.53777,-0.14765,22 mins,58 mins,34 mins
14339696,51.51295,-0.06255,14 mins,56 mins,30 mins
14162528,51.51615,-0.16057,17 mins,52 mins,28 mins
14019294,51.49216,-0.16616,18 mins,1 hour 6 mins,26 mins
14544460,51.52964,-0.08643,15 mins,50 mins,21 mins
14120318,51.52488,-0.06916,20 mins,1 hour 0 mins,37 mins
14270116,51.52304,-0.16137,21 mins,1 hour 1 min,29 mins
13989680,51.52642,-0.07261,18 mins,59 mins,29 mins
14862380,51.51535,-0.0605,16 mins,59 mins,30 mins
15429144,51.49692,-0.06914,17 mins,1 hour 2 mins,25 mins
8430078,51.52495,-0.07124,17 mins,57 mins,28 mins
18432060,51.52362,-0.0718,18 mins,56 mins,33 mins
18476318,51.49721,-0.16373,18 mins,58 mins,28 mins
19944448,51.47575,-0.10201,20 mins,1 hour 8 mins,32 mins
20274936,51.51975,-0.07062,20 mins,52 mins,35 mins
20486106,51.5439,-0.12219,21 mins,1 hour 5 mins,31 mins
20522202,51.49198,-0.0848,14 mins,54 mins,19 mins
20127814,51.48032,-0.11992,24 mins,56 mins,27 mins
20414234,51.53253,-0.07312,19 mins,1 hour 5 mins,29 mins
19964976,51.53847,-0.14249,22 mins,54 mins,23 mins
9668062,51.4943,-0.16529,20 mins,1 hour 3 mins,27 mins
3393438,51.5296,-0.08557,15 mins,51 mins,22 mins
8851828,51.53451,-0.142,21 mins,50 mins,27 mins
20672382,51.53898,-0.10496,18 mins,57 mins,26 mins
9521266,51.49154,-0.16208,17 mins,1 hour 1 min,21 mins
15459154,51.53986,-0.11804,19 mins,57 mins,24 mins
20195894,51.52487,-0.07035,19 mins,59 mins,35 mins
14297280,51.52308,-0.16661,22 mins,1 hour 6 mins,32 mins
1412769,51.49992,-0.16137,18 mins,52 mins,24 mins
16960072,51.54198,-0.095,20 mins,1 hour 3 mins,24 mins
11035036,51.54126,-0.10309,18 mins,1 hour 0 mins,26 mins
9842718,51.47995,-0.10621,20 mins,59 mins,22 mins
12555146,51.48652,-0.09485,16 mins,52 mins,16 mins
16545906,51.49457,-0.08127,16 mins,52 mins,17 mins
12787586,51.49268,-0.16705,21 mins,1 hour 7 mins,26 mins
7798492,51.52219,-0.16571,21 mins,1 hour 4 mins,33 mins
4068584,51.51529,-0.16194,17 mins,53 mins,33 mins
8638746,51.48796,-0.15086,16 mins,55 mins,25 mins
13262202,51.52442,-0.07889,17 mins,53 mins,26 mins
13597054,51.51814,-0.16892,22 mins,1 hour 2 mins,35 mins
10093732,51.48188,-0.12193,14 mins,53 mins,26 mins
34665048,51.47613,-0.11355,17 mins,1 hour 4 mins,20 mins
34670266,51.51708,-0.17157,22 mins,1 hour 4 mins,39 mins
8152768,51.52493,-0.07114,19 mins,57 mins,28 mins
35052014,51.51482,-0.16325,16 mins,53 mins,33 mins
35384384,51.48782,-0.1451,16 mins,51 mins,30 mins
35363964,51.51053,-0.07143,12 mins,45 mins,16 mins
35378140,51.49015,-0.15037,16 mins,52 mins,24 mins
35158014,51.52414,-0.16129,22 mins,1 hour 1 min,30 mins
30322212,51.49809,-0.16553,21 mins,58 mins,29 mins
31632790,51.48068,-0.14505,18 mins,1 hour 10 mins,37 mins
32361636,51.54065,-0.10635,18 mins,58 mins,33 mins
17244510,51.49083,-0.15336,16 mins,54 mins,19 mins
12632682,51.48712,-0.14813,17 mins,1 hour 0 mins,46 mins
34913540,51.50898,-0.06327,11 mins,55 mins,27 mins
34264474,51.51119,-0.07109,13 mins,47 mins,17 mins
34547416,51.50125,-0.16462,16 mins,54 mins,26 mins
35795642,51.53824,-0.09619,19 mins,58 mins,22 mins
35804524,51.5237,-0.17015,23 mins,1 hour 10 mins,31 mins
33198820,51.51617,-0.16527,18 mins,56 mins,34 mins
33752208,51.49846,-0.16338,21 mins,56 mins,28 mins
8875778,51.48545,-0.09375,17 mins,54 mins,19 mins
7855956,51.52348,-0.16067,21 mins,1 hour 1 min,29 mins
6559374,51.48252,-0.09273,19 mins,1 hour 1 min,20 mins
98734,51.51503,-0.17242,20 mins,1 hour 4 mins,41 mins
1771347,51.51262,-0.06821,13 mins,51 mins,51 mins
8414600,51.52495,-0.07124,17 mins,57 mins,28 mins
13680584,51.5257,-0.06696,21 mins,1 hour 2 mins,38 mins
14874364,51.53423,-0.07594,19 mins,1 hour 6 mins,29 mins
14157274,51.52416,-0.16065,21 mins,1 hour 0 mins,30 mins
14539848,51.52028,-0.06824,19 mins,55 mins,37 mins
15073350,51.52028,-0.06824,19 mins,55 mins,37 mins
13624074,51.53357,-0.13968,18 mins,47 mins,25 mins
13967266,51.51442,-0.16458,17 mins,54 mins,35 mins
13722338,51.47962,-0.09562,20 mins,1 hour 7 mins,21 mins
18604464,51.49148,-0.16463,18 mins,1 hour 5 mins,24 mins
18777248,51.52623,-0.07719,17 mins,56 mins,26 mins
20247038,51.48048,-0.12675,15 mins,55 mins,24 mins
19942950,51.52165,-0.1676,23 mins,1 hour 7 mins,34 mins
20109544,51.5137,-0.06063,16 mins,1 hour 0 mins,31 mins
20330248,51.54325,-0.13874,22 mins,1 hour 3 mins,28 mins
19996524,51.51532,-0.06158,16 mins,58 mins,29 mins
20588042,51.53615,-0.13852,19 mins,50 mins,22 mins
19959648,51.51228,-0.07212,13 mins,48 mins,22 mins
19972268,51.53415,-0.0891,18 mins,59 mins,25 mins
